Hebrew Word,Valence,Arousal,Dominance
אלפלפה,0.546,0.25,0.311
אלצהיימר,0.194,0.518,0.319
אלקטורלי,0.49,0.631,0.602
אלקטרומגנטי,0.531,0.632,0.683
אלקטרון,0.52,0.455,0.56
אלקטרוני,0.571,0.49,0.704
אלקטרוניקה,0.708,0.545,0.574
אלקלואיד,0.433,0.562,0.402
אלקלואידים,0.433,0.562,0.402
אלקלי,0.49,0.35,0.408
אלרגי,0.135,0.549,0.273
אלרגיה,0.2155,0.5775,0.331
אלת שוטרים,0.49,0.397,0.375
אלתור,0.631,0.812,0.529
אלתר,0.479,0.354,0.298
אם בית,0.52,0.519,0.555
אם רק,0.406,0.25,0.255
אמא,0.775875,0.39812499999999995,0.575375
אמבולנס,0.5,0.75,0.609
אמבטיה,0.675,0.25,0.2905
אמביוולנטי,0.51,0.404,0.482
אמביציה,0.51,0.804,0.661
אמברגו,0.229,0.564,0.443
אמברוזיה,0.571,0.452,0.48
אמה,0.469,0.361,0.441
אמהות,0.8545,0.513,0.6445000000000001
אמהי,0.927,0.324,0.71
אמו,0.42,0.358,0.33
אמודאי,0.548,0.361,0.348
אמון,0.8506666666666667,0.3186666666666667,0.8143333333333334
אמון גדול,0.939,0.528,0.853
אמון מתון,0.677,0.35,0.773
אמון קיצוני,0.826,0.713,0.922
אמונה,0.7284999999999999,0.3775,0.625
אמונה רבה,0.939,0.528,0.853
אמוניה,0.292,0.587,0.409
אמוניום,0.354,0.396,0.368
אמונים,0.917,0.398,0.75
אמוציונלי,0.779,0.714,0.526
אמוק,0.385,0.602,0.321
אמורפי,0.327,0.402,0.349
אמטופוביה,0.243,0.62,0.403
אמיד,0.756,0.388,0.477
אמייל,0.594,0.28,0.306
אמין,0.8915,0.4155,0.7130000000000001
אמינו,0.551,0.402,0.433
אמינות,0.8175,0.4435,0.773
אמיץ,0.7966666666666667,0.6366666666666666,0.7773333333333333
אמיר,0.51,0.396,0.621
אמיתי,0.802,0.42500000000000004,0.7005
אמלגם,0.438,0.333,0.51
אמן,0.793,0.4303333333333333,0.6716666666666667
אמנון ותמר,0.653,0.283,0.589
אמנות,0.812,0.36,0.603
אמנות הנאום,0.602,0.472,0.693
אמנותי,0.6876666666666668,0.5586666666666666,0.5993333333333334
אמנותיות,0.823,0.346,0.769
אמנזיה,0.296,0.33,0.308
אמנים,0.796,0.667,0.741
אמנם,0.49,0.45,0.406
אמנסיפציה,0.704,0.684,0.763
אמנעה,0.337,0.5,0.585
אמפוריום,0.622,0.556,0.724
אמפטמינים,0.133,0.667,0.526
אמפיבי,0.479,0.346,0.445
אמפירי,0.5,0.51,0.574
אמפיריציזם,0.583,0.46,0.547
אמפיתיאטרון,0.653,0.48,0.545
אמפליטודה,0.694,0.439,0.692
אמפר,0.439,0.393,0.375
אמפרסנד,0.48,0.448,0.483
אמפתי,0.76,0.57,0.558
אמפתיה,0.729,0.349,0.545
אמצע,0.391,0.21600000000000003,0.298
אמצע החיים,0.594,0.244,0.473
אמצע היום,0.658,0.25,0.403
אמצע המדינה,0.521,0.402,0.456
אמצע הקיץ,0.781,0.48,0.492
אמצעי,0.6402,0.38480000000000003,0.46340000000000003
אמצעי זהירות,0.625,0.52,0.406
אמצעים,0.615,0.373,0.46
אמרה,0.5735,0.3395,0.43999999999999995
אמרטו,0.543,0.551,0.375
אמריטוס,0.633,0.402,0.735
אמרת כנף,0.698,0.423,0.433
אמת מים,0.551,0.411,0.534
אנאורגני,0.385,0.345,0.282
אנאלי,0.333,0.798,0.334
אנאליטי,0.645,0.4225,0.7170000000000001
אנאלפביתי,0.12,0.41,0.151
אנגורה,0.529,0.425,0.405
אנגיוגרפיה,0.3625,0.528,0.49250000000000005
אנגינה,0.23,0.63,0.464
אנגרמה,0.552,0.327,0.449
אנדמי,0.406,0.48,0.483
אנדרואיד,0.663,0.436,0.5
אנדרוגיני,0.48,0.684,0.481
אנדרוגן,0.255,0.523,0.527
אנדרטאות,0.771,0.333,0.679
אנדרטה,0.7353333333333333,0.347,0.6966666666666667
אנומליה,0.188,0.538,0.404
אנונה,0.521,0.304,0.527
אנונימי,0.313,0.34850000000000003,0.302
אנונימיות,0.469,0.255,0.43
אנורקטי,0.16,0.618,0.245
אנורקטית,0.16,0.618,0.245
אנושות,0.7865,0.4155,0.7475
אנושי,0.767,0.314,0.605
אנזים,0.562,0.277,0.481
אנטגוניזם,0.224,0.618,0.524
אנטגוניסטי,0.296,0.604,0.565
אנטומולוגיה,0.438,0.396,0.545
אנטומי,0.562,0.442,0.546
אנטומיה,0.562,0.39,0.571
אנטי,0.365,0.412,0.384
אנטי ויראלי,0.459,0.47,0.549
אנטי חברתי,0.146,0.686,0.391
אנטי סוציאלי,0.146,0.686,0.391
אנטי פטרייתי,0.408,0.412,0.441
אנטיביוטי,0.51,0.373,0.658
אנטיביוטיקה,0.448,0.406,0.557
אנטיכריסט,0.082,0.837,0.544
אנטיכריסטוס,0.082,0.837,0.544
אנטילופה,0.542,0.51,0.5
אנטימון,0.378,0.398,0.49
אנטיספטי,0.438,0.37,0.623
אנטיפתיות,0.198,0.549,0.393
אנטיתזה,0.396,0.412,0.536
אנטיתטי,0.271,0.509,0.358
אנטנה,0.5680000000000001,0.394,0.4105
אני אוהב אותה,0.75,0.519,0.556
אני אוהב את חג המולד,0.885,0.59,0.525
אני החדש,0.643,0.55,0.527
אני מנסה לישון,0.438,0.363,0.385
אני מתגעגע אליך,0.48,0.608,0.344
אני שונא עכבישים,0.245,0.611,0.42
אניגמטי,0.469,0.589,0.679
אניית מלחמה,0.479,0.75,0.726
אנימציה,0.888,0.75,0.549
אנך,0.448,0.5,0.554
אנכי,0.505,0.356,0.48950000000000005
אנלוגי,0.57,0.32,0.446
אנלוגיה,0.51,0.367,0.509
אנליזה,0.729,0.448,0.705
אנליטי,0.665,0.521,0.634
אנליסט,0.604,0.415,0.755
אנמי,0.167,0.279,0.155
אנמיה,0.1775,0.30300000000000005,0.23249999999999998
אננס,0.677,0.316,0.245
אנסמבל,0.697,0.418,0.586
אנפילקטי,0.378,0.588,0.5
אנצ'ילדה,0.542,0.553,0.371
אנציקלופדיה,0.679,0.32,0.645
אנקדוטה,0.583,0.529,0.5
אנקה,0.396,0.75,0.351
אנקומיסטי,0.541,0.5,0.67
אנקונדה,0.146,0.83,0.54
אנרגיה,0.944,0.725,0.868
אנרגיה חיובית,0.94,0.5,0.808
אנרגיות טובות,0.827,0.5,0.534
אנרכיה,0.146,0.755,0.62
אנרכיזם,0.125,0.804,0.623
אנרכיסט,0.204,0.7,0.759
אנשים,0.7364999999999999,0.351,0.544
אנתולוגיה,0.338,0.406,0.537
אנתרופולוג,0.551,0.385,0.725
אנתרופולוגי,0.367,0.39,0.49
אנתרופולוגיה,0.49,0.367,0.582
אנתרקס,0.188,0.73,0.5
אסון,0.08866666666666667,0.8283333333333335,0.457
אסור,0.1635,0.62475,0.40125
אסטיגמטיזם,0.214,0.49,0.429
אסטרואיד,0.39549999999999996,0.7075,0.6675
אסטרואידים,0.361,0.694,0.712
אסטרוגן,0.5505,0.554,0.493
אסטרולוג,0.594,0.519,0.673
אסטרולוגיה,0.635,0.34,0.5
אסטרונאוט,0.792,0.601,0.761
אסטרונום,0.75,0.509,0.735
אסטרונומי,0.6,0.632,0.726
אסטרונומיה,0.613,0.474,0.722
אסימטרי,0.58,0.343,0.465
אסימטריה,0.476,0.373,0.527
אסימפטוטי,0.479,0.451,0.472
אסיסטנט,0.552,0.40249999999999997,0.4645
אסיפה,0.594,0.575,0.523
אסיפת אינדיאנים,0.49,0.65,0.406
אסיר,0.21566666666666667,0.6869999999999999,0.4286666666666667
אסיר טודה,0.923,0.571,0.676
אסיר עולם,0.427,0.519,0.398
אסיר תודה,0.46399999999999997,0.5353333333333333,0.34900000000000003
אסכלה,0.667,0.491,0.425
אסם,0.51,0.452,0.425
אסמטי,0.229,0.706,0.294
אסנה,0.667,0.413,0.453
אסף,0.59425,0.4275,0.54475
אספה,0.698,0.5,0.64
אספו,0.663,0.45,0.644
אספירין,0.479,0.271,0.422
אספלט,0.479,0.264,0.439
אספן,0.552,0.481,0.648
אספן עתיקות,0.5,0.233,0.426
אספסת,0.546,0.25,0.311
אספקט,0.479,0.469,0.588
אספקטים,0.439,0.48,0.565
אספרגוס,0.469,0.317,0.264
אספרטיים,0.469,0.48,0.322
אספרסו,0.677,0.62,0.508
אסקווייר,0.604,0.542,0.518
אסרטיבי,0.719,0.412,0.77
אסתטי,0.6715,0.401,0.542
אסתטיקה,0.7775,0.3845,0.5375000000000001
אסתמה,0.198,0.549,0.227
אסתמטי,0.229,0.706,0.294
אף,0.46099999999999997,0.3695,0.3245
אפאמריס,0.64,0.38,0.528
אפאצ'י,0.687,0.469,0.5
אפוטרופוס,0.50825,0.632,0.6985
אפוטרופוסי,0.418,0.462,0.718
אפוטרופסות,0.592,0.37,0.681
אפולוגטי,0.479,0.461,0.571
אפולוגטיקן,0.406,0.429,0.526
אפולוגיסט,0.406,0.429,0.526
אפונה,0.5546666666666668,0.2803333333333333,0.306
אפונים,0.542,0.283,0.31
אפוס,0.857,0.713,0.83
אפוקליפטי,0.173,0.88,0.75
אפוקליפסה,0.05,0.867,0.736
אפור,0.34099999999999997,0.14650000000000002,0.242
אפטרשייב,0.406,0.384,0.415
אפי,0.6679999999999999,0.5265,0.58
אפידורל,0.347,0.452,0.525
אפידמי,0.092,0.83,0.611
אפידרמיס,0.418,0.49,0.426
אפיזודה,0.719,0.367,0.509
אפיזודי,0.531,0.542,0.462
אפייה,0.549,0.455,0.451
אפיין,0.667,0.314,0.679
אפילוג,0.582,0.353,0.466
אפילפטי,0.146,0.794,0.34
אפילפסיה,0.061,0.854,0.25
אפיפיור,0.6125,0.369,0.6795
אפיפיורות,0.481,0.263,0.553
אפיפיורי,0.493,0.304,0.559
אפיק,0.552,0.392,0.33
אפיקורס,0.09,0.71,0.447
אפיקורסות,0.265,0.765,0.443
אפיקורסי,0.229,0.63,0.487
אפיריון,0.615,0.264,0.398
אפיתט,0.53,0.394,0.524
אפל,0.365,0.337,0.47250000000000003
אפלה,0.135,0.404,0.196
אפלולי,0.156,0.483,0.343
אפלטוני,0.49,0.461,0.469
אפליה,0.051,0.724,0.379
אפנדיציטיס,0.031,0.64,0.347
אפס,0.314,0.13899999999999998,0.14466666666666667
אפסות,0.204,0.08,0.161
אפסי,0.253,0.147,0.152
אפסניה,0.531,0.294,0.417
אפסר,0.448,0.451,0.431
אפעה,0.41300000000000003,0.475,0.4815
אפקט,0.52,0.548,0.4935
אפקטיבי,0.533,0.673,0.898
אפקטים,0.47,0.578,0.379
אפר,0.2935,0.2445,0.1745
אפרודיזיאק,0.75,0.846,0.667
אפרוח,0.771,0.602,0.387
אפרכסת,0.583,0.286,0.452
אפרסק,0.704,0.48,0.272
אפרסקי,0.755,0.479,0.388
אפרפר,0.398,0.679,0.657
אפשור,0.6,0.451,0.75
אפשרויות,0.622,0.327,0.473
אפשרות,0.563,0.47240000000000004,0.525
אפשרי,0.691,0.352,0.5795
אצבע,0.426,0.268,0.3313333333333333
אצולה,0.6973333333333334,0.4586666666666666,0.7343333333333333
אצטילן,0.306,0.469,0.509
אצטלה,0.531,0.547,0.324
אציטילן,0.306,0.469,0.509
אציל,0.7213333333333334,0.34800000000000003,0.71
אצילות,0.857,0.38,0.848
אצילי,0.906,0.345,0.61
אצעדה,0.41,0.276,0.302
אצת ים חומה,0.479,0.264,0.213
אקדוחן,0.2415,0.8975,0.75
אקדח,0.15766666666666665,0.9113333333333333,0.7240000000000001
אקדח מסמרים,0.378,0.806,0.574
אקדמי,0.781,0.42,0.812
אקדמיה,0.704,0.473,0.792
אקוומרין,0.729,0.306,0.413
אקווריום,0.663,0.327,0.393
אקוזטיב,0.198,0.755,0.482
אקולוגי,0.885,0.29,0.607
אקולייזר,0.604,0.451,0.586
אקומני,0.561,0.45,0.547
אקוסטי,0.542,0.462,0.536
אקוסטיקה,0.611,0.33,0.509
אקופונקטורה,0.531,0.324,0.549
אקורד,0.8135,0.329,0.4605
אקורדיון,0.604,0.49,0.361
אקורדים,0.639,0.406,0.388
אקזוטי,0.84,0.711,0.727
אקטואר,0.51,0.404,0.491
אקטיביסט,0.531,0.653,0.877
אקלים,0.635,0.24,0.483
אקליפטי,0.531,0.52,0.556
אקליפטיקה,0.531,0.52,0.556
אקלקטי,0.646,0.542,0.508
אקנה,0.167,0.474,0.308
אקס,0.25,0.52,0.306
אקסהומציה,0.177,0.586,0.473
אקסטזה,0.796,0.922,0.655
אקסטזי,0.796,0.922,0.655
אקסטרווגנזה,0.646,0.786,0.906
אקסיומה,0.439,0.441,0.583
אקסיומטי,0.458,0.392,0.627
אקסמפלר,0.844,0.537,0.625
אקספוזיטורי,0.706,0.653,0.636
אקספוזיציה,0.521,0.627,0.655
אקספוננציאלי,0.704,0.588,0.763
אקספלטיבי,0.357,0.567,0.536
אקספרס,0.76,0.623,0.691
אקספרסיבי,0.755,0.724,0.685
אקסצנטרי,0.531,0.806,0.721
אקר,0.5465,0.375,0.4615
אקראי,0.469,0.53,0.324
אקרובט,0.708,0.828,0.602
אקרילי,0.582,0.279,0.42
אקרים,0.51,0.363,0.5
אראולה,0.417,0.396,0.381
ארב,0.421,0.781,0.575
ארבה,0.479,0.412,0.417
ארבע,0.552,0.28,0.383
ארבע עשרה,0.552,0.279,0.308
ארבעה עשר,0.552,0.279,0.308
ארבעים,0.458,0.367,0.482
ארג',0.26,0.538,0.328
ארגו,0.385,0.4,0.385
ארגון,0.7775000000000001,0.5175000000000001,0.834
ארגז,0.427,0.173,0.274
ארגח,0.292,0.536,0.397
ארגחחח,0.25,0.618,0.324
ארגמן,0.667,0.385,0.37
ארגן,0.6699999999999999,0.395,0.5553333333333333
ארובה,0.46849999999999997,0.487,0.338
ארוחה,0.833,0.461,0.473
ארוחת בוקר,0.885,0.33,0.429
ארוחת ערב,0.823,0.392,0.379
ארוחת צהריים,0.8585,0.32499999999999996,0.49150000000000005
ארוטי,0.625,0.946,0.683
ארוטיקה,0.781,0.87,0.579
ארוך,0.5555,0.34750000000000003,0.5355000000000001
ארומה,0.823,0.235,0.442
ארומתרפיה,0.847,0.22,0.473
ארון,0.531,0.204,0.33
ארון מטבח,0.553,0.2,0.304
ארון מתים,0.125,0.49,0.346
ארון קבורה,0.073,0.432,0.343
ארוסה,0.959,0.626,0.556
ארור,0.07675,0.7925,0.40725
ארז,0.48100000000000004,0.2645,0.4315
ארטילריה,0.352,0.8685,0.7365
ארטיסט,0.844,0.512,0.565
ארטיק,0.667,0.3,0.364
ארטישוק,0.583,0.218,0.287
אריג יוטה,0.429,0.462,0.411
אריג משובץ,0.48,0.33,0.417
אריג משובץ סקוטי,0.48,0.33,0.417
אריג שטיחים,0.542,0.312,0.444
אריה,0.532,0.717,0.682
אריזה,0.604,0.393,0.549
אריזת גפרורים,0.562,0.391,0.412
אריכות ימים,0.75,0.353,0.745
אריסטוקרט,0.583,0.413,0.811
אריסטוקרטי,0.449,0.519,0.676
אריתמטיקה,0.453,0.46,0.634
ארכאי,0.271,0.327,0.332
ארכובה,0.354,0.4385,0.33099999999999996
ארכטיפ,0.448,0.52,0.569
ארכיאולוג,0.552,0.451,0.706
ארכיאולוגי,0.74,0.441,0.66
ארכיאולוגיה,0.596,0.358,0.691
ארכיבישוף,0.622,0.28,0.776
ארכיבישופות,0.4,0.321,0.704
ארכידוכס,0.458,0.413,0.634
ארכיון,0.438,0.294,0.527
ארכיטקט,0.776,0.442,0.836
ארכיטקטורה,0.82,0.39,0.694
ארכיפלג,0.745,0.37,0.592
ארמון,0.878,0.51,0.804
ארנבון,0.74,0.325,0.194
ארנבת,0.5983333333333333,0.375,0.3416666666666666
ארנה,0.51,0.235,0.404
ארס,0.265,0.694,0.366
ארסן,0.281,0.472,0.447
ארסנל,0.365,0.741,0.752
ארעי,0.5,0.312,0.377
ארץ,0.6399999999999999,0.327,0.6545
ארץ אבות,0.729,0.469,0.778
ארץ החלומות,0.844,0.471,0.566
ארצי,0.625,0.318,0.518
ארקדה,0.676,0.521,0.502
ארקטי,0.615,0.352,0.546
ארשת,0.635,0.44,0.69
אש,0.38,0.804,0.635
אש גיהנום,0.143,0.89,0.618
אש צולבת,0.316,0.896,0.722
אש רובים,0.156,0.93,0.673
אשד,0.735,0.509,0.395
אשוח,0.521,0.275,0.306
אשוח כחול,0.559,0.335,0.364
אשכול,0.49,0.458,0.446
אשכוליות,0.521,0.281,0.282
אשכולית,0.521,0.281,0.282
אשלגן,0.469,0.314,0.472
אשליה,0.453,0.5685,0.3935
אשלייתי,0.219,0.745,0.327
אשם,0.1375,0.735,0.3355
אשמה,0.15575,0.6275,0.26675
אשנב,0.5,0.353,0.382
אשפה,0.2215,0.5305,0.151
אשפוז,0.472,0.519,0.582
אשראי,0.673,0.549,0.648
אשת עסקים,0.719,0.5,0.764
אתאיזם,0.276,0.46,0.481
אתאיסט,0.373,0.481,0.466
אתאיסטי,0.373,0.481,0.466
אתאיסטית,0.373,0.481,0.466
אתגר,0.573,0.855,0.6985
אתה צוחק,0.429,0.633,0.4
אתה צוחק עלי,0.365,0.635,0.375
אתטיתזה,0.396,0.412,0.536
אתי,0.854,0.324,0.634
אתיקה,0.722,0.278,0.761
אתלט,0.781,0.718,0.686
אתלטי,0.857,0.798,0.708
אתלטיות,0.75,0.863,0.778
אתלטיקה,0.831,0.691,0.74
אתנוגרפיה,0.571,0.373,0.549
אתנול,0.333,0.41,0.534
אתנחתא,0.49,0.36,0.402
אתני,0.583,0.373,0.555
אתר,0.49,0.306,0.412
אתר נופש,0.5,0.76,0.368
אתר קמפינג,0.68,0.49,0.547
בַּרקִית,0.208,0.5,0.315
באג,0.444,0.448,0.269
באגרסיביות,0.25,0.926,0.688
באדיבות,0.948,0.353,0.68
באוויר,0.702,0.393,0.5775
באולינג,0.656,0.431,0.309
באומללות,0.28,0.545,0.15
באופן אופציונלי,0.365,0.405,0.481
באופן אינטואיטיבי,0.67,0.561,0.648
באופן אינטימי,0.806,0.573,0.59
באופן אינטנסיבי,0.694,0.846,0.75
באופן אקראי,0.658,0.29,0.333
באופן ברור,0.469,0.588,0.577
באופן הדרגתי,0.583,0.385,0.464
באופן הרמוני,0.969,0.265,0.647
באופן חיובי,0.969,0.645,0.795
באופן חיצוני,0.643,0.521,0.568
באופן חמור,0.417,0.543,0.491
באופן טבעי,0.854,0.276,0.549
באופן כללי,0.5725,0.3125,0.5715
באופן לא חוקי,0.133,0.788,0.402
באופן לא מספיק,0.147,0.509,0.198
באופן לא סדיר,0.292,0.565,0.397
באופן לא שלם,0.344,0.442,0.232
באופן מבולגן,0.052,0.507,0.184
באופן מדהים,0.8725,0.8315,0.8465
באופן מותנה,0.396,0.419,0.617
באופן מיוחד,0.615,0.45,0.454
באופן מיידי,0.656,0.64,0.6
באופן מיקרוסקופי,0.623,0.37,0.412
באופן מעודן,0.849,0.728,0.723
באופן מרכזי,0.729,0.28,0.7
באופן מתואם,0.969,0.265,0.647
באופן סודי,0.633,0.469,0.558
באופן עיוור,0.439,0.598,0.278
באופן ראוי לציון,0.792,0.533,0.689
באופן רגיל,0.6,0.324,0.583
באופן רציף,0.719,0.417,0.702
באופן שגרתי,0.6,0.324,0.583
באופן שווה,0.625,0.264,0.436
באופן שונה,0.48,0.431,0.506
באופן שקרי,0.083,0.48,0.265
באז,0.333,0.686,0.375
באיחור,0.125,0.427,0.259
באכזריות,0.146,0.79,0.471
באמצע האוויר,0.633,0.413,0.455
באמצע התקופה,0.427,0.337,0.425
באנג,0.333,0.566,0.375
באסה,0.163,0.5,0.267
באר נפט מתפרצת,0.406,0.52,0.453
בארוק,0.49,0.357,0.418
בארני,0.451,0.378,0.44
בבון,0.357,0.41,0.429
בגד,0.3916,0.4918,0.36819999999999997
בגד גוף,0.51,0.429,0.391
בגדים,0.59,0.2905,0.3765
בגדים פשוטים,0.698,0.337,0.424
בגידה,0.083,0.719,0.418
בגיל,0.135,0.365,0.236
בגלוי,0.603,0.388,0.553
בגרות,0.6839999999999999,0.42700000000000005,0.7290000000000001
בד,0.5725,0.19,0.31599999999999995
בדוי,0.418,0.34550000000000003,0.3735
בדולח,0.618,0.27,0.508
בדולת,0.396,0.26,0.321
בדחן,0.771,0.76,0.416
בדיד,0.585,0.231,0.429
בדידות,0.146,0.182,0.222
בדיוני,0.43,0.49,0.34
בדיוק,0.816,0.388,0.714
בדיחה,0.5135,0.635,0.357
בדים,0.479,0.22,0.223
בדיקה,0.50275,0.5517500000000001,0.599125
בדיקה מדוקדקת,0.698,0.235,0.655
בדלן,0.35,0.582,0.413
בדק,0.5780000000000001,0.5555000000000001,0.598
בדרך כלל,0.604,0.17,0.574
בדרן,0.866,0.6105,0.6619999999999999
בהבריק,0.6505000000000001,0.55,0.6025
בהגזמה,0.449,0.882,0.716
בהגינות,0.79,0.406,0.75
בהדדיות,0.844,0.49,0.582
בהול,0.188,0.885,0.424
בהחלט,0.722,0.5435,0.808
בהט,0.542,0.404,0.445
בהיי,0.684,0.51,0.614
בהייה,0.408,0.668,0.242
בהיר,0.7715000000000001,0.631,0.7665
בהיר יותר,0.918,0.698,0.833
בהירות,0.8696666666666667,0.4163333333333334,0.66
בהכרה,0.74,0.333,0.705
בהכרח,0.512,0.5559999999999999,0.476
בהמה,0.115,0.547,0.379
בהמות,0.583,0.781,0.853
בהמי,0.20800000000000002,0.8554999999999999,0.7155
בהנחה,0.7085,0.4305,0.478
בהסכמה,0.663,0.417,0.655
בהקדם האפשרי,0.571,0.5,0.552
בהריון,0.708,0.65,0.474
בהשראת,0.967,0.702,0.736
בהתהוות,0.684,0.373,0.585
בהתחשב,0.552,0.39,0.677
בו-זמני,0.64,0.373,0.591
בובה,0.5845,0.23249999999999998,0.29000000000000004
בובוני (קשור לבלוטות לימפה),0.28,0.53,0.394
בובת ברבי,0.729,0.37,0.33
בובת פעולה,0.615,0.774,0.611
בובת ראווה,0.427,0.302,0.295
בוגדני,0.102,0.683,0.304
בוגי,0.59,0.543,0.4
בוגימן,0.292,0.559,0.567
בוגר,0.7382,0.46240000000000003,0.6026
בוגר תואר ראשון,0.667,0.406,0.6
בודד,0.31225,0.27925,0.32275
בודהה,0.69,0.198,0.604
בודהיזם,0.51,0.115,0.673
בוהה,0.408,0.668,0.242
בוהמי,0.622,0.5,0.407
בוהן קלובה,0.276,0.34,0.29
בוהק,0.756,0.6388,0.7392000000000001
בוודאי,0.786,0.396,0.833
בוווו,0.271,0.549,0.255
בוז,0.17066666666666666,0.5856666666666667,0.38199999999999995
בוחן,0.406,0.575,0.812
בוחר,0.719,0.529,0.689
בוטאן,0.442,0.483,0.38
